"","Lfd. Nr.","Konzentrationslager und Außenkommandos","Konzentrationslager und Außenkommandos","Hauptlager der Außenkommandos"
"995","","","30.11.1944 bis 11.4.1945",""
"996","569","Hannover-Langenhagen, siehe Langenhagen","Hannover-Langenhagen, siehe Langenhagen",""
"997","570","Hannover-Limmer,","Hannover-Limmer,","Neuengamme"
"998","","","bis 7.4.1945",""
"999","571","Hannover-Linden,","Hannover-Linden,","Neuengamme"
"1000","","","bis 7.4.1945",""
"1001","572","Hannover-Misburg,","Hannover-Misburg,","Neuengamme"
"1002","","","bis 7.4.1945",""
"1003","573","Hannover-Stöcken, Accumulatorenwerk,","Hannover-Stöcken, Accumulatorenwerk,","Neuengamme"
"1004","","","19.7.1943 bis 8.4.1945",""
"1005","574","Hannover-Stöcken, Continental-Werke,","Hannover-Stöcken, Continental-Werke,","Neuengamme"
"1006","","","7.9.1944 bis 30.11.1944",""
"1007","575","Hardehausen,","Hardehausen,","Buchenwald"
"1008","","","22.2.1945 bis 2.4.1945",""
"1009","576","Hark/Estland,","Hark/Estland,",""
"1010","","","ab 27.10.1942",""
"1011","577","Harmense = Harmeze, Gemeinde Auschwitz,","Harmense = Harmeze, Gemeinde Auschwitz,","Auschwitz"
"1012","","","ab 8.12.1941 bis 18.1.1945",""
"1013","578","Hartheim, siehe Schloß Hartheim","Hartheim, siehe Schloß Hartheim",""
"1014","579","Hartmannsdorf, Kreis Lauban/Niederschlesien,","Hartmannsdorf, Kreis Lauban/Niederschlesien,","Groß Rosen"
"1015","","","1.1.1944 bis 28.2.1945",""
"1016","580","Harzungen (Mittelbau II und III), Kreis Nordhausen (früher: Kreis Grafschaft Hohenstein),","Harzungen (Mittelbau II und III), Kreis Nordhausen (früher: Kreis Grafschaft Hohenstein),","Buchenwald,"
"1017","","","1.4.1944 bis 9.4.1945","ab 1.11.1944"
"1018","","","","Dora-Mittelbau"
"1019","581","Haslach, Kreis Wolfach,","Haslach, Kreis Wolfach,","Schirmeck-Vorbruck"
"1020","","","1.11.1944 bis 28.3.1945",""
"1021","582","Haslach, Kreis Wolfach,","Haslach, Kreis Wolfach,","Natzweiler"
"1022","","","16.9.1944 bis 28.2.1945",""
"1023","583","Hasserode, siehe Wernigerode","Hasserode, siehe Wernigerode",""
"1024","584","Haunstetten/Bayern,","Haunstetten/Bayern,","Dachau"
"1025","","","ab 9.2.1943",""
"1026","585","Hausberge a. d. Porta,","Hausberge a. d. Porta,","Neuengamme"
"1027","","","1.2.1945 bis 1.4.1945",""
"1028","586","Hausdorf/Niederschlesien, Kdo. v. Wüstegiersdorf,","Hausdorf/Niederschlesien, Kdo. v. Wüstegiersdorf,","Groß Rosen"
"1029","","","1.1.1944 bis 31.1.1945",""
"1030","587","Hausham, Kreis Miesbach,","Hausham, Kreis Miesbach,","Ravensbrück,"
"1031","","","ab 9.7.1942 (Männerlager)","vom 5.10.1944"
"1032","","","ab 27.10.1943 (Frauenlager)","bis 25.4.1945"
"1033","","","","Dachau"
"1034","588","Hauskirchen, siehe Mistelbach","Hauskirchen, siehe Mistelbach",""
"1035","589","Hayingen, Gau Westmark,","Hayingen, Gau Westmark,","Natzweiler"
"1036","","","24.8.1944 bis 11.9.1944",""
"1037","590","Hecklingen/Sachsen-Anhalt, Kdo. v. Halberstadt,","Hecklingen/Sachsen-Anhalt, Kdo. v. Halberstadt,","Buchenwald"
"1038","","","12.10.1944 bis 10.11.1944",""
"1039","591","Heidenau, Kreis Pirna","Heidenau, Kreis Pirna","Flossenbürg"
"1040","592","Heidenheim/Württemberg,","Heidenheim/Württemberg,","Dachau"
"1041","","","20.10.1941 bis 26.11.1942",""
"1042","593","Heilbronn, siehe Neckargartach-Heilbronn","Heilbronn, siehe Neckargartach-Heilbronn",""
"1043","594","Heiligenbeil/Ostpreußen,","Heiligenbeil/Ostpreußen,","Stutthof"
"1044","","","21.9.1944 bis 15.1.1945",""
"1045","594a","Heinersdorf (Männer), Niederschlesien,","Heinersdorf (Männer), Niederschlesien,",""
"1046","","","ab 5.4.1933",""
"1047","595","Helmbrechts bei Hof, Kreis Münchberg,","Helmbrechts bei Hof, Kreis Münchberg,","Ravensbrück,"
"1048","","","bis 13.4.1945","ab 1.9.1944"
"1049","","","","Flossenbürg"
"1050","596","Helmstedt-Beendorf,","Helmstedt-Beendorf,","Neuengamme"
"1051","","","bis 10.4.1945",""
"1052","597","Hennigsdorf/Brandenburg,","Hennigsdorf/Brandenburg,","Sachsenhausen"
"1053","","","bis 24.4.1945",""
"1054","598","Heppenheim, Kreis Bergstraße (früher: Kreis Heppenheim),","Heppenheim, Kreis Bergstraße (früher: Kreis Heppenheim),","Dachau,"
"1055","","","28.5.1942 bis 18.12.1942 und","ab 1.7.1943"
"1056","","","15.6.1943 bis 27.3.1945","Natzweiler"
"1057","599","Heringen, siehe Dora-Mittelbau (3. SS-Eisenbahnbaubrigade)","Heringen, siehe Dora-Mittelbau (3. SS-Eisenbahnbaubrigade)",""
"1058","600","Hermeskeil, Kreis Trier,","Hermeskeil, Kreis Trier,","Hinzert/"
"1059","","","ab 23.3.1940","Buchenwald"
"1060","601","Hersbruck bei Nürnberg,","Hersbruck bei Nürnberg,","Flossenbürg"
"1061","","","17.5.1944 bis 15.4.1945",""
"1062","602","Hertine = Rtyne, bei Teplitz-Schönau/Tschech.,","Hertine = Rtyne, bei Teplitz-Schönau/Tschech.,","Flossenbürg"
"1063","","","10.10.1944 bis 22.4.1945",""
"1064","603","Herzogenbusch = Hertogenbosch, Gemeinde Vught/Holland,","Herzogenbusch = Hertogenbosch, Gemeinde Vught/Holland,",""
"1065","","","5.1.1943 bis 6.9.1944",""
"1066","604","Hesepe, siehe Groß-Hesepe","Hesepe, siehe Groß-Hesepe",""
"1067","605","Hessental, Kreis Schwäbisch-Hall,","Hessental, Kreis Schwäbisch-Hall,","Natzweiler"
"1068","","","15.10.1944 bis 6.4.1945",""
"1069","606","Hessisch-Lichtenau/Fürstenhagen, Kreis Witzenhausen,","Hessisch-Lichtenau/Fürstenhagen, Kreis Witzenhausen,","Buchenwald"
"1070","","","1.8.1944 bis 29.3.1945",""
"1071","607","Heuberg, Kreis Stockach,","Heuberg, Kreis Stockach,",""
"1072","","","5.3.1933 bis 21.12.1933",""
"1073","608","Hildesheim,","Hildesheim,","Neuengamme"
"1074","","","bis 6.4.1945",""
"1075","609","Hindenburg/Oberschlesien,","Hindenburg/Oberschlesien,","Auschwitz"
"1076","","","1.8.1944 bis 19.1.1945",""
"1077","610","Hinterbrühl, siehe Wien-Hinterbrühl","Hinterbrühl, siehe Wien-Hinterbrühl",""
"1078","611","Hinzert, Kreis Trier, SS-Sonderlager,","Hinzert, Kreis Trier, SS-Sonderlager,","zeitweise"
"1079","","","1.10.1939 bis 3.3.1945","Buchenwald"
"1080","612","Hirschberg im Riesengebirge (Männer)/ Niederschlesien, Askaniawerke, Phrix-Werke,","Hirschberg im Riesengebirge (Männer)/ Niederschlesien, Askaniawerke, Phrix-Werke,","Groß Rosen"
"1081","","","1.4.1943 bis 28.2.1945",""
"1082","613","Hirtenberg/Niederösterreich,","Hirtenberg/Niederösterreich,","Mauthausen"
"1083","","","bis 16.4.1945",""
"1084","614","Hochweiler, Kreis Militsch/Niederschlesien,","Hochweiler, Kreis Militsch/Niederschlesien,","Groß Rosen"
"1085","","","ab 20.10.1944",""
"1086","615","Hof-Moschendorf,","Hof-Moschendorf,","Dachau,"
"1087","","","3.9.1944 bis 14.4.1945","ab 30.9.1944"
"1088","","","","Flossenbürg"
"1089","615a","Hohenbruch (Männer)/Ostpreußen,","Hohenbruch (Männer)/Ostpreußen,",""
"1090","","","19.10.1939 bis 30.9.1942",""
"1091","616","Hoheneck = Jajkowo, Kdo. Elbing-OT","Hoheneck = Jajkowo, Kdo. Elbing-OT","Stutthof"
"1092","617","Hohenelbe, siehe Ober-Hohenelbe","Hohenelbe, siehe Ober-Hohenelbe",""
"1093","618","Hohenlinde = Lagiewniki Slaskie, Kreis Kattowitz,","Hohenlinde = Lagiewniki Slaskie, Kreis Kattowitz,","Auschwitz"
"1094","","","20.12.1944 bis 19.1.1945",""
"1095","619","Hohenlychen, Kreis Templin","Hohenlychen, Kreis Templin","Ravensbrück"
"1096","620","Hohenlychen, Kreis Templin,","Hohenlychen, Kreis Templin,","Sachsenhausen"
"1097","","","1.8.1941 bis 2.9.1941",""
"1098","621","Hohenstein-Ernstthal, Kreis Glauchau,","Hohenstein-Ernstthal, Kreis Glauchau,","Flossenbürg"
"1099","","","1.1.1945 bis 15.4.1945",""
"1100","622","Hohenthan/Bayern,","Hohenthan/Bayern,","Flossenbürg"
"1101","","","bis 20.4.1945",""
"1102","623","Hohenwiese, siehe Buchwald-Hohenwiese","Hohenwiese, siehe Buchwald-Hohenwiese",""
"1103","624","Hohlstedt, Kreis Sangerhausen","Hohlstedt, Kreis Sangerhausen","Dora-Mittelbau"
"1104","625","Hohnstein/Sachsen (Männer)","Hohnstein/Sachsen (Männer)",""
"1105","","","1.7.1933 bis 30.4.1935",""
"1106","626","Hohwacht, siehe Lütjenburg","Hohwacht, siehe Lütjenburg",""
"1107","627","Holleischen = Holysov bei Pilsen/Tschech.,","Holleischen = Holysov bei Pilsen/Tschech.,","Ravensbrück,"
"1108","","","17.4.1944 bis 5.5.1945","ab 1.9.1944"
"1109","","","","Flossenbürg"
"1110","628","Hollenstein a. d. Ybbs, Bez. Amstetten/ Niederösterreich","Hollenstein a. d. Ybbs, Bez. Amstetten/ Niederösterreich","Mauthausen"
"1111","629","Holm, siehe Danzig-Holm","Holm, siehe Danzig-Holm",""
"1112","629a","Holstendorf/Oldenburg (Männer),","Holstendorf/Oldenburg (Männer),",""
"1113","","","1.10.1933 bis 15.12.1933",""
"1114","630","Holysov, siehe Holleischen","Holysov, siehe Holleischen",""
"1115","631","Holzen, siehe Eschershausen","Holzen, siehe Eschershausen",""
"1116","632","Hopehill, Gemeinde Groß Steinort/Ostpreußen,","Hopehill, Gemeinde Groß Steinort/Ostpreußen,","Stutthof"
"1117","","","1.8.1942 bis 3.1.1945",""
"1118","633","Hoppstädten, Kreis Birkenfeld,","Hoppstädten, Kreis Birkenfeld,","Hinzert/"
"1119","","","22.1.1945 bis 18.3.1945","Buchenwald"
"1120","634","Horejsi Stare Mesto, siehe Ober Altstadt","Horejsi Stare Mesto, siehe Ober Altstadt",""
"1121","635","Horgau, Kdo. v. Augsburg/Pfersee,","Horgau, Kdo. v. Augsburg/Pfersee,","Dachau"
"1122","","","bis 4.4.1945",""
"1123","636","Horneburg, Kreis Stade,","Horneburg, Kreis Stade,","Neuengamme"
"1124","","","bis 31.3.1945",""
"1125","637","Horserod/Dänemark,","Horserod/Dänemark,",""
"1126","","","29.8.1943 bis 13.8.1944",""
"1127","638","Horst, siehe Gelsenkirchen-Horst","Horst, siehe Gelsenkirchen-Horst",""
"1128","639","Hradischko a. d. Moldau = Hradistko/Tschech.,","Hradischko a. d. Moldau = Hradistko/Tschech.,","Flossenbürg"
"1129","","","17.11.1943 bis 25.4.1945",""
"1130","640","Hubertushütte, siehe Hohenlinde","Hubertushütte, siehe Hohenlinde",""
"1131","641","Hundsfeld, siehe Breslau-Hundsfeld","Hundsfeld, siehe Breslau-Hundsfeld",""
"1132","642","Hurlach, siehe Kaufering, Lager IV","Hurlach, siehe Kaufering, Lager IV",""
"1133","643","Husum-Schwesing, Kreis Husum,","Husum-Schwesing, Kreis Husum,","Neuengamme"
"1134","","","25.9.1944 bis 22.12.1944",""
"1135","644","Huta Karolina, siehe Charlottengrube","Huta Karolina, siehe Charlottengrube",""
"1136","645","Huta Ksiazeca, siehe Fürstengrube","Huta Ksiazeca, siehe Fürstengrube",""
"1137","","I","I",""
"1138","646","Iffezheim, Kreis Rastatt,","Iffezheim, Kreis Rastatt,","Natzweiler"
"1139","","","ab 14.10.1943",""
"1140","647","Ilfeld, Kreis Nordhausen (früher: Kreis Grafschaft Hohenstein),","Ilfeld, Kreis Nordhausen (früher: Kreis Grafschaft Hohenstein),","Dora-Mittelbau"
"1141","","","bis 30.4.1945",""
"1142","648","Ilsenburg, Kreis Wernigerode","Ilsenburg, Kreis Wernigerode","Dora-Mittelbau"
"1143","649","Ilzstadt, siehe Passau II","Ilzstadt, siehe Passau II",""
"1144","650","Ingolstadt, Bahnbetriebswerk","Ingolstadt, Bahnbetriebswerk","Dachau"
"1145","651","Ingolstadt, Landrat,","Ingolstadt, Landrat,","Dachau"
"1146","","","ab 1.1.1945",""
"1147","652","Innsbruck, SS-Sonderlager","Innsbruck, SS-Sonderlager","Dachau"
"1148","653","Innsbruck II (Neustift),","Innsbruck II (Neustift),","Dachau"
"1149","","","ab 10.10.1942",""
"1150","654","Innsbruck, Reichsstraßenbauamt,","Innsbruck, Reichsstraßenbauamt,","Dachau"
"1151","","","ab 13.10.1942",""
"1152","655","Ischl, siehe Bad Ischl","Ischl, siehe Bad Ischl",""
"1153","656","Itter, siehe Schloß Itter","Itter, siehe Schloß Itter",""
"1154","","J","J",""
"1155","657","Jablonec, siehe Gablonz","Jablonec, siehe Gablonz",""
"1156","658","Jajkowo, siehe Hoheneck","Jajkowo, siehe Hoheneck",""
"1157","659","Jamlitz/Brandenburg","Jamlitz/Brandenburg","Sachsenhausen"
"1158","660","Jandelsbrunn, siehe Passau III","Jandelsbrunn, siehe Passau III",""
"1159","661","Janinagrube, Gemeinde Libiaz Maly,","Janinagrube, Gemeinde Libiaz Maly,","Auschwitz"
"1160","","","4.9.1943 bis 18.1.1945",""
"1161","662","Janowitz = Janowice (früher: Vrchotovy-Janowice) bei Beneschau/Tschech.,","Janowitz = Janowice (früher: Vrchotovy-Janowice) bei Beneschau/Tschech.,","Flossenbürg"
"1162","","","24.7.1944 bis 26.4.1945",""
"1163","663","Janowska, siehe Lemberg","Janowska, siehe Lemberg",""
"1164","664","Jarak, Serbien,","Jarak, Serbien,",""
"1165","","","27.9.1941 bis 30.9.1941",""
"1166","665","Jawischowitz = Jawiszowice, Kreis Biala bei Krakau,","Jawischowitz = Jawiszowice, Kreis Biala bei Krakau,","Auschwitz"
"1167","","","15.8.1942 bis 19.1.1945",""
"1168","666","Jaworzno, siehe Neudachs","Jaworzno, siehe Neudachs",""
"1169","667","Jedlesee, siehe Wien-Jedlesee","Jedlesee, siehe Wien-Jedlesee",""
"1170","668","Jena/Thüringen, Reichsbahn-Ausbesserungswerk,","Jena/Thüringen, Reichsbahn-Ausbesserungswerk,","Buchenwald"
"1171","","","ab 4.10.1944",""
"1172","669","Jena/Thüringen,","Jena/Thüringen,","Buchenwald"
"1173","","","ab 7.6.1943",""
"1174","670","Jesau/Ostpreußen,","Jesau/Ostpreußen,","Stutthof"
"1175","","","21.9.1944 bis 15.1.1945",""
"1176","671","Jewe = Johvi/Estland,","Jewe = Johvi/Estland,","Vaivara"
"1177","","","1.10.1943 bis 29.2.1944",""
"1178","672","Jezeri, siehe Eisenberg","Jezeri, siehe Eisenberg",""
"1179","673","Jiretin, siehe St. Georgenthal","Jiretin, siehe St. Georgenthal",""
"1180","674","Johanngeorgenstadt, Kreis Schwarzenberg/Sachsen,","Johanngeorgenstadt, Kreis Schwarzenberg/Sachsen,","Flossenbürg"
"1181","","","1.12.1943 bis 16.4.1945",""
"1182","675","Johvi, siehe Jewe","Johvi, siehe Jewe",""
"1183","676","Jörstadmoen/Norwegen,","Jörstadmoen/Norwegen,",""
"1184","","","30.3.1942 bis 12.4.1942",""
"1185","677","Jugendschutzlager Berlin-Weißensee, Kdo. v. Jugendschutzlager Moringen,","Jugendschutzlager Berlin-Weißensee, Kdo. v. Jugendschutzlager Moringen,",""
"1186","","","ab 14.9.1943",""
"1187","678","Jugendschutzlager Dallgow/Döberitz, Kdo. v. Uckermark,","Jugendschutzlager Dallgow/Döberitz, Kdo. v. Uckermark,",""
"1188","","","ab 1.6.1944",""
"1189","679","Jugendschutzlager Litzmannstadt = Lodz,","Jugendschutzlager Litzmannstadt = Lodz,",""
"1190","","","ab 1.12.1942",""
"1191","680","Jugendschutzlager Litzmannstadt, Kdo. Gut Dzierzazna,","Jugendschutzlager Litzmannstadt, Kdo. Gut Dzierzazna,",""
"1192","","","ab 12.1.1943",""
"1193","681","Jugendschutzlager Litzmannstadt, Kdo. Tuchingen = Konstantynow,","Jugendschutzlager Litzmannstadt, Kdo. Tuchingen = Konstantynow,",""
"1194","","","ab 16.8.1943",""
"1195","682","Jugendschutzlager Moringen,","Jugendschutzlager Moringen,",""
"1196","","","15.8.1940 bis 9.4.1945",""
"1197","683","Jugendschutzlager Volpriehausen, Kdo. v. Jugendschutzlager Moringen,","Jugendschutzlager Volpriehausen, Kdo. v. Jugendschutzlager Moringen,",""
"1198","","","1.7.1944 bis 4.4.1945",""
"1199","684","Jugendschutzlager Uckermark bei Ravensbrück,","Jugendschutzlager Uckermark bei Ravensbrück,",""
"1200","","","1.6.1942 bis 20.4.1945",""
"1201","685","Jumpravmuiza, siehe Jungfernhof","Jumpravmuiza, siehe Jungfernhof",""
"1202","686","Jungfern Breschan = Panenske Brezany bei Prag/Tschech.,","Jungfern Breschan = Panenske Brezany bei Prag/Tschech.,","Flossenbürg"
"1203","","","ab 11.2.1944",""
"1204","687","Jungfern Breschan,","Jungfern Breschan,","Theresienstadt"
"1205","","","ab 1.7.1942",""
"1206","688","Jungfernhof = Jumpravmuiza bei Riga,","Jungfernhof = Jumpravmuiza bei Riga,",""
"1207","","","3.12.1941 bis 31.12.1942",""
"1208","","K","K",""
"1209","689","Kaaden, siehe Krondorf","Kaaden, siehe Krondorf",""
"1210","690","Kaisiadorys, siehe Koschedaren","Kaisiadorys, siehe Koschedaren",""
"1211","691","Kallies/Pommern,","Kallies/Pommern,","Ravensbrück"
"1212","","","1.7.1944 bis 1.1.1945",""
"1213","692","Kaltenbrunn/Niederschlesien, Kdo v. Wüstegiersdorf,","Kaltenbrunn/Niederschlesien, Kdo v. Wüstegiersdorf,","Groß Rosen"
"1214","","","bis 8.5.1945",""
"1215","693","Kaltenkirchen, Kreis Segeberg,","Kaltenkirchen, Kreis Segeberg,","Neuengamme"
"1216","","","bis 17.4.1945",""
"1217","694","Kalthof/Danzig-Westpreußen","Kalthof/Danzig-Westpreußen","Stutthof"
"1218","695","Kaltwasser, Kreis Waldenburg/ Niederschlesien, Kdo. v. Wüstegiersdorf,","Kaltwasser, Kreis Waldenburg/ Niederschlesien, Kdo. v. Wüstegiersdorf,","Groß Rosen"
"1219","","","1.8.1944 bis 28.2.1945",""
"1220","696","Kamenicky Senov, siehe Stein-Schönau","Kamenicky Senov, siehe Stein-Schönau",""
"1221","697","Kamenz/Niederschlesien","Kamenz/Niederschlesien","Groß Rosen"
"1222","698","Karlsfeld, Kreis Dachau,","Karlsfeld, Kreis Dachau,","Dachau"
"1223","","","ab 11.7.1944",""
"1224","699","Karlshagen, Kreis Usedom-Wollin,","Karlshagen, Kreis Usedom-Wollin,","Ravensbrück"
"1225","","","ab 22.5.1943",""
"1226","700","Karolina, siehe Charlottengrube","Karolina, siehe Charlottengrube",""
"1227","701","Käsemark/Westpreußen,","Käsemark/Westpreußen,","Stutthof"
"1228","","","21.10.1939 bis 21.10.1941",""
"1229","702","Kassel-Druseltal,","Kassel-Druseltal,","Buchenwald"
"1230","","","ab 5.7.1943",""
"1231","703","Kassel,","Kassel,","Buchenwald"
"1232","","","20.1.1941 bis 25.1.1941 und",""
"1233","","","13.11.1942 bis 9.12.1942",""
"1234","704","Kattowitz = Katowice,","Kattowitz = Katowice,","Auschwitz"
"1235","","","20.1.1944 bis 31.1.1945",""
"1236","705","Kauen = Kaunas/Litauen,","Kauen = Kaunas/Litauen,",""
"1237","","","15.9.1943 bis 18.8.1944",""
"1238","706","Kauen-Alexoten = Kaunas-Aleksotas,","Kauen-Alexoten = Kaunas-Aleksotas,","Kauen"
"1239","","","bis 15.7.1944",""
"1240","707","Kauen-Schanzen = Kaunas-Sanciai,","Kauen-Schanzen = Kaunas-Sanciai,","Kauen"
"1241","","","16.12.1943 bis 12.7.1944",""
"1242","708","Kaufbeuren/Bayern,","Kaufbeuren/Bayern,","Dachau"
"1243","","","ab 23.5.1944",""
"1244","709","Kaufering (Frauen), Kreis Landsberg, Lager I, Landsberg,","Kaufering (Frauen), Kreis Landsberg, Lager I, Landsberg,","Dachau"
"1245","","","29.7.1944 bis 27.4.1945",""
"1246","710","Kaufering, Kreis Landsberg, Lager II","Kaufering, Kreis Landsberg, Lager II","Dachau"
"1247","711","Kaufering, Kreis Landsberg, Lager III,","Kaufering, Kreis Landsberg, Lager III,","Dachau"
"1248","","","ab 1.5.1944",""
"1249","712","Kaufering, Kreis Landsberg, Lager IV, Hurlach,","Kaufering, Kreis Landsberg, Lager IV, Hurlach,","Dachau"
"1250","","","bis 25.4.1945",""
"1251","713","Kaufering, Kreis Landsberg, Lager V, Utting","Kaufering, Kreis Landsberg, Lager V, Utting","Dachau"
"1252","714","Kaufering, Kreis Landsberg, Lager VII, Erpfting,","Kaufering, Kreis Landsberg, Lager VII, Erpfting,","Dachau"
"1253","","","ab 1.9.1944",""
"1254","715","Kaufering, Kreis Landsberg, Lager VIII","Kaufering, Kreis Landsberg, Lager VIII","Dachau"
"1255","716","Kaufering, Kreis Landsberg, Lager IX","Kaufering, Kreis Landsberg, Lager IX","Dachau"
"1256","717","Kaufering, Kreis Landsberg, Lager X, Utting,","Kaufering, Kreis Landsberg, Lager X, Utting,","Dachau"
"1257","","","bis 26.4.1945",""
"1258","718","Kaufering, Kreis Landsberg, Lager XI,","Kaufering, Kreis Landsberg, Lager XI,","Dachau"
"1259","","","1.10.1944 bis 27.4.1945",""
"1260","719","Kaufering, Kreis Landsberg, Lager Türkheim,","Kaufering, Kreis Landsberg, Lager Türkheim,","Dachau"
"1261","","","bis 27.4.1945",""
"1262","720","Kaunas, siehe Kauen","Kaunas, siehe Kauen",""
"1263","721","Kazlu Ruda/Litauen,","Kazlu Ruda/Litauen,","Kauen"
"1264","","","bis 31.7.1944",""
"1265","722","Kedahnen = Kedainiai/Litauen,","Kedahnen = Kedainiai/Litauen,","Kauen"
"1266","","","bis 31.7.1944",""
"1267","723","Kelbra, Kreis Sangerhausen (Kyffhäuser)","Kelbra, Kreis Sangerhausen (Kyffhäuser)","Dora-Mittelbau"
"1268","724","Kemna bei Wuppertal-Beyenburg,","Kemna bei Wuppertal-Beyenburg,",""
"1269","","","5.7.1933 bis 19.1.1934",""
"1270","725","Kempten/Allgäu,","Kempten/Allgäu,","Dachau"
"1271","","","18.6.1944 bis 1.12.1944",""
"1272","726","Kempten/Allgäu, Sachse KG.,","Kempten/Allgäu, Sachse KG.,","Dachau"
"1273","","","ab 15.9.1943",""
"1274","726a","Kerestowo/Estland,","Kerestowo/Estland,","Vaivara"
"1275","","","ab 15.9.1943",""
"1276","727","Kiel/Schleswig-Holstein","Kiel/Schleswig-Holstein","Neuengamme"
"1277","728","Kiew/Ukraine,","Kiew/Ukraine,","Sachsenhausen"
"1278","","","1.7.1942 bis 1.4.1943",""
"1279","729","Kirchham bei Pocking, Kreis Griesbach,","Kirchham bei Pocking, Kreis Griesbach,","Flossenbürg"
"1280","","","6.3.1945 bis 2.5.1945",""
"1281","730","Kirkenes/Norwegen,","Kirkenes/Norwegen,",""
"1282","","","28.4.1942 bis 10.11.1942",""
"1283","731","Kislau, Gemeinde Mingolsheim/Baden,","Kislau, Gemeinde Mingolsheim/Baden,",""
"1284","","","1.4.1933 bis 31.5.1936",""
"1285","732","Kittlitztreben, Kreis Bunzlau/ Niederschlesien,","Kittlitztreben, Kreis Bunzlau/ Niederschlesien,","Groß Rosen"
"1286","","","1.2.1944 bis 11.2.1945",""
"1287","733","Kiviöli/Estland,","Kiviöli/Estland,","Vaivara"
"1288","","","ab 15.9.1943",""
"1289","734","Klagenfurt/Österreich,","Klagenfurt/Österreich,","Mauthausen"
"1290","","","19.11.1943 bis 8.5.1945",""
"1291","735","Kladno/Tschech.,","Kladno/Tschech.,","Theresienstadt"
