"","X","token","cat","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"30992",30992,"Vater","N.Reg.Nom.Sg.Masc","Vater",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30994",30994,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30995",30995,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30996",30996,"geben","VFIN.Full.3.Pl.Pres.Ind","geben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30997",30997,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30998",30998,"diesen","PRO.Dem.Attr.Acc.Sg.Masc","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30999",30999,"Dolch","N.Reg.Acc.Sg.Masc","Dolch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31001",31001,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31004",31004,"Kind","N.Reg.Nom.Sg.Neut","Kind",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31006",31006,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31007",31007,"es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31008",31008,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31009",31009,"keine","PRO.Indef.Attr.Nom.Sg.Fem","keine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31010",31010,"Haarnadel","N.Reg.Nom.Sg.Fem","Haarnadel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31012",31012,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31015",31015,"So","ADV","so",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31016",31016,"werde","VFIN.Aux.3.Sg.Pres.Subj","werden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31017",31017,"die","ART.Def.Nom.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31018",31018,"Haarnadel","N.Reg.Nom.Sg.Fem","Haarnadel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31019",31019,"zum","APPRART.Dat.Sg.Masc","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31020",31020,"Dolche","N.Reg.Dat.Sg.Masc","Dolch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31022",31022,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31023",31023,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31024",31024,"Gleichviel","ADV","gleichviel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31026",31026,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31029",31029,"Was","PRO.Inter.Subst.Nom.Sg.Neut","was",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31031",31031,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31034",31034,"Dahin","PROADV.Dem","dahin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31035",31035,"wär","VFIN.Aux.3.Sg.Past.Subj","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31037",31037,"'","SYM.Quot.Right","'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31038",31038,"es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31039",31039,"gekommen","VPP.Full.Psp","kommen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31041",31041,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31044",31044,"Nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31045",31045,"doch","ADV","doch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31047",31047,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31048",31048,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31049",31049,"doch","ADV","doch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31051",31051,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31054",31054,"Besinne","VFIN.Full.1.Sg.Pres.Ind","besinnen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31055",31055,"dich","PRO.Pers.Subst.2.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31057",31057,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31058",31058,"–","N.Name.*.*.*","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31059",31059,"Auch","ADV","auch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31060",31060,"du","PRO.Pers.Subst.2.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31061",31061,"hast","VFIN.Aux.2.Sg.Pres.Ind","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31062",31062,"nur","ADV","nur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31063",31063,"Ein","ART.Indef.Acc.Sg.Neut","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31064",31064,"Leben","N.Reg.Acc.Sg.Neut","Leben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31065",31065,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31066",31066,"verlieren","VINF.Full","verlieren",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31068",31068,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31071",31071,"Und","CONJ.Coord","und",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31072",31072,"nur","ADV","nur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31073",31073,"Eine","ART.Indef.Nom.Sg.Fem","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31074",31074,"Unschuld","N.Reg.Nom.Sg.Fem","Unschuld",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31076",31076,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31079",31079,"Die","ART.Def.Nom.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31080",31080,"über","APPR","über",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31081",31081,"alle","PRO.Indef.Attr.Acc.Sg.Fem","alle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31082",31082,"Gewalt","N.Reg.Acc.Sg.Fem","Gewalt",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31083",31083,"erhaben","ADJD.Pos","erhaben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31084",31084,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31086",31086,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31087",31087,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31088",31088,"Aber","CONJ.Coord","aber",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31089",31089,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31090",31090,"über","APPR","über",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31091",31091,"alle","PRO.Indef.Attr.Acc.Sg.Fem","alle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31092",31092,"Verführung","N.Reg.Acc.Sg.Fem","Verführung",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31094",31094,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31095",31095,"–","ADJA.Pos.Dat.Sg.Fem","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31096",31096,"Gewalt","N.Reg.Dat.Sg.Fem","Gewalt",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31098",31098,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31101",31101,"Gewalt","N.Reg.Nom.Sg.Fem","Gewalt",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31103",31103,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31104",31104,"wer","PRO.Inter.Subst.Nom.Sg.Masc","wer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31105",31105,"kann","VFIN.Mod.3.Sg.Pres.Ind","können",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31106",31106,"der","ART.Def.Dat.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31107",31107,"Gewalt","N.Reg.Dat.Sg.Fem","Gewalt",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31108",31108,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31109",31109,"trotzen","VINF.Full","trotzen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31111",31111,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31114",31114,"Was","PRO.Inter.Subst.Nom.Sg.Neut","was",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31115",31115,"Gewalt","N.Reg.Acc.Sg.Fem","Gewalt",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31116",31116,"heißt","VFIN.Full.3.Sg.Pres.Ind","heißen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31118",31118,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31119",31119,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31120",31120,"nichts","PRO.Indef.Subst.*.*.Neut","nichts",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31122",31122,":","SYM.Pun.Colon",":",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31123",31123,"Verführung","N.Reg.Nom.Sg.Fem","Verführung",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31124",31124,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31125",31125,"die","ART.Def.Nom.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31126",31126,"wahre","ADJA.Pos.Nom.Sg.Fem","wahr",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31127",31127,"Gewalt","N.Reg.Nom.Sg.Fem","Gewalt",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31129",31129,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31130",31130,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31131",31131,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31132",31132,"habe","VFIN.Aux.1.Sg.Pres.Ind","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31133",31133,"Blut","N.Reg.Acc.Sg.Neut","Blut",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31135",31135,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31136",31136,"mein","PRO.Poss.Attr.Nom.Sg.Masc","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31137",31137,"Vater","N.Reg.Nom.Sg.Masc","Vater",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31139",31139,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31140",31140,"so","ADV","so",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31141",31141,"jugendliches","ADJA.Pos.Acc.Sg.Neut","jugendlich",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31143",31143,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31144",31144,"so","ADV","so",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31145",31145,"warmes","ADJA.Pos.Acc.Sg.Neut","warm",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31146",31146,"Blut","N.Reg.Acc.Sg.Neut","Blut",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31148",31148,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31149",31149,"als","CONJ.Comp","als",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31150",31150,"eine","PRO.Indef.Subst.Nom.Sg.Fem","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31152",31152,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31155",31155,"Auch","ADV","auch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31156",31156,"meine","PRO.Poss.Attr.Nom.Pl.Masc","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31157",31157,"Sinne","N.Reg.Nom.Pl.Masc","Sinn",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31159",31159,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31160",31160,"sind","VFIN.Aux.3.Pl.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31161",31161,"Sinne","N.Reg.Nom.Pl.Masc","Sinn",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31163",31163,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31166",31166,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31167",31167,"stehe","VFIN.Full.1.Sg.Pres.Ind","stehen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31168",31168,"für","APPR","für",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31169",31169,"nichts","PRO.Indef.Subst.*.*.Neut","nichts",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31171",31171,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31174",31174,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31175",31175,"bin","VFIN.Aux.1.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31176",31176,"für","APPR","für",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31177",31177,"nichts","PRO.Indef.Subst.*.*.Neut","nichts",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31178",31178,"gut","ADJD.Pos","gut",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31180",31180,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31183",31183,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31184",31184,"kenne","VFIN.Full.1.Sg.Pres.Ind","kennen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31185",31185,"das","ART.Def.Acc.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31186",31186,"Haus","N.Reg.Acc.Sg.Neut","Haus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31187",31187,"der","ART.Def.Gen.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31188",31188,"Grimaldi","N.Reg.Gen.Sg.Fem","Grimaldi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31190",31190,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31193",31193,"Es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31194",31194,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31195",31195,"das","ART.Def.Nom.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31196",31196,"Haus","N.Reg.Nom.Sg.Neut","Haus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31197",31197,"der","ART.Def.Gen.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31198",31198,"Freude","N.Reg.Gen.Sg.Fem","Freude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31200",31200,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31203",31203,"Eine","ART.Indef.Nom.Sg.Fem","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31204",31204,"Stunde","N.Reg.Nom.Sg.Fem","Stunde",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31205",31205,"da","ADV","da",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31207",31207,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31208",31208,"unter","APPR","unter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31209",31209,"den","ART.Def.Dat.Pl.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31210",31210,"Augen","N.Reg.Dat.Pl.Neut","Auge",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31211",31211,"meiner","PRO.Poss.Attr.Gen.Sg.Fem","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31212",31212,"Mutter","N.Reg.Gen.Sg.Fem","Mutter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31214",31214,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31215",31215,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31216",31216,"und","CONJ.Coord","und",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31217",31217,"es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31218",31218,"erhob","VFIN.Full.3.Sg.Past.Ind","erheben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31219",31219,"sich","PRO.Refl.Subst.3.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31220",31220,"so","ADV","so",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31221",31221,"mancher","PRO.Indef.Attr.Nom.Sg.Masc","manche",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31222",31222,"Tumult","N.Reg.Nom.Sg.Masc","Tumult",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31223",31223,"in","APPR","in",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31224",31224,"meiner","PRO.Poss.Attr.Dat.Sg.Fem","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31225",31225,"Seele","N.Reg.Dat.Sg.Fem","Seele",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31227",31227,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31228",31228,"den","PRO.Rel.Subst.Acc.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31229",31229,"die","ART.Def.Nom.Pl.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31230",31230,"strengsten","ADJA.Sup.Nom.Pl.Fem","streng",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31231",31231,"Übungen","N.Reg.Nom.Pl.Fem","Übung",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31232",31232,"der","ART.Def.Gen.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31233",31233,"Religion","N.Reg.Gen.Sg.Fem","Religion",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31234",31234,"kaum","ADV","kaum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31235",31235,"in","APPR","in",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31236",31236,"Wochen","N.Reg.Dat.Pl.Fem","Woche",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31237",31237,"besänftigen","VINF.Full","besänftigen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31238",31238,"konnten","VFIN.Mod.3.Pl.Past.Ind","können",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31240",31240,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31241",31241,"–","N.Reg.Nom.Sg.Masc","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31242",31242,"Der","ART.Def.Gen.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31243",31243,"Religion","N.Reg.Gen.Sg.Fem","Religion",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31245",31245,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31248",31248,"Und","CONJ.Coord","und",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31249",31249,"welcher","PRO.Inter.Attr.Dat.Sg.Fem","welche",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31250",31250,"Religion","N.Reg.Dat.Sg.Fem","Religion",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31252",31252,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31253",31253,"–","N.Reg.Nom.Sg.Masc","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31254",31254,"Nichts","PRO.Indef.Subst.*.*.Neut","nichts",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31255",31255,"Schlimmers","N.Name.Gen.Sg.*","Schlimmers",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31256",31256,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31257",31257,"vermeiden","VINF.Full","vermeiden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31259",31259,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31260",31260,"sprangen","VFIN.Full.3.Pl.Past.Ind","springen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31261",31261,"Tausende","N.Reg.Nom.Pl.Neut","Tausend",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31262",31262,"in","APPR","in",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31263",31263,"die","ART.Def.Acc.Pl.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31264",31264,"Fluten","N.Reg.Acc.Pl.Fem","Flut",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31266",31266,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31267",31267,"und","CONJ.Coord","und",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31268",31268,"sind","VFIN.Aux.3.Pl.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31269",31269,"Heilige","N.Reg.Nom.Pl.Masc","Heilige",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31271",31271,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31272",31272,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31273",31273,"Geben","VFIN.Full.3.Pl.Pres.Ind","geben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31274",31274,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31275",31275,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31277",31277,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31278",31278,"mein","PRO.Poss.Attr.Nom.Sg.Masc","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31279",31279,"Vater","N.Reg.Nom.Sg.Masc","Vater",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31281",31281,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31282",31282,"geben","VFIN.Full.3.Pl.Pres.Ind","geben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31283",31283,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31284",31284,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31285",31285,"diesen","PRO.Dem.Attr.Acc.Sg.Masc","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31286",31286,"Dolch","N.Reg.Acc.Sg.Masc","Dolch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31288",31288,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31291",31291,"Und","CONJ.Coord","und",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31292",31292,"wenn","CONJ.SubFin","wenn",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31293",31293,"du","PRO.Pers.Subst.2.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31294",31294,"ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31295",31295,"kenntest","VFIN.Full.2.Sg.Past.Subj","kennen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31296",31296,"diesen","PRO.Dem.Attr.Acc.Sg.Masc","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31297",31297,"Dolch","N.Reg.Acc.Sg.Masc","Dolch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31299",31299,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31300",31300,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31301",31301,"Wenn","CONJ.SubFin","wenn",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31302",31302,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31303",31303,"ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31304",31304,"auch","ADV","auch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31305",31305,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31306",31306,"kenne","VFIN.Full.1.Sg.Pres.Ind","kennen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31308",31308,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31309",31309,"–","N.Reg.Nom.Sg.Masc","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31310",31310,"Ein","ART.Indef.Nom.Sg.Masc","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31311",31311,"unbekannter","ADJA.Pos.Nom.Sg.Masc","unbekannt",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31312",31312,"Freund","N.Reg.Nom.Sg.Masc","Freund",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31314",31314,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31315",31315,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31316",31316,"auch","ADV","auch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31317",31317,"ein","ART.Indef.Nom.Sg.Masc","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31318",31318,"Freund","N.Reg.Nom.Sg.Masc","Freund",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31320",31320,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
