"","row","cpt","pb","pb2","man","tei1"
"245",245,"Thal.
Herr Bruder, wir müssen beide fort über Hals
und Kopf.","Thal. Herr Bruder, wir müssen beide fort über Hals und Kopf.","<sp who=""#thal""><speaker>Thal</speaker><p>Herr Bruder, wir müssen beide fort über Hals und Kopf.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Herr Bruder, wir müssen beide fort über Hals und Kopf.</p></sp>"
"246",246,"Blum.
Wie so?","Blum. Wie so? [99] ","<sp who=""#blum""><speaker>Blum</speaker><p>Wie so? <pb no=""99""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Wie so? <pb no=""99""/> </p></sp>"
"247",247,"[99] Thal.
Erinnerst Du Dich der Fuhrwagen mit Baumwolle
beladen, die vor ein paar Tagen hier durchs Dorf
gingen?","Thal. Erinnerst Du Dich der Fuhrwagen mit Baumwolle beladen, die vor ein paar Tagen hier durchs Dorf gingen?","<sp who=""#thal""><speaker>Thal</speaker><p>Erinnerst Du Dich der Fuhrwagen mit Baumwolle beladen, die vor ein paar Tagen hier durchs Dorf gingen?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Erinnerst Du Dich der Fuhrwagen mit Baumwolle beladen, die vor ein paar Tagen hier durchs Dorf gingen?</p></sp>"
"248",248,"Blum.
O ja.","Blum. O ja.","<sp who=""#blum""><speaker>Blum</speaker><p>O ja.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>O ja.</p></sp>"
"249",249,"Thal.
Die Baumwolle kam aus Smyrna.","Thal. Die Baumwolle kam aus Smyrna.","<sp who=""#thal""><speaker>Thal</speaker><p>Die Baumwolle kam aus Smyrna.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Die Baumwolle kam aus Smyrna.</p></sp>"
"250",250,"Blum.
Meinetwegen.","Blum. Meinetwegen.","<sp who=""#blum""><speaker>Blum</speaker><p>Meinetwegen.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Meinetwegen.</p></sp>"
"251",251,"Thal.
Die Leute übernachten in der Schenke, der Wirth ist
ein Spitzbube, stiehlt einen Pack, man wird es nicht
gewahr, der Transport geht am andern Morgen weiter.
Flugs öffnet der Dieb die gestohlne Waare, wird ohnmächtig,
bekommt auf der Stelle ein Fieber; man
schickt nach diesem ehrlichen Manne – es ist der Chirurgus
aus dem nächsten Städtchen – er kommt, er
sieht Beulen, er erschrickt, und kurz, es ist die Pest.","Thal. Die Leute übernachten in der Schenke, der Wirth ist ein Spitzbube, stiehlt einen Pack, man wird es nicht gewahr, der Transport geht am andern Morgen weiter. Flugs öffnet der Dieb die gestohlne Waare, wird ohnmächtig, bekommt auf der Stelle ein Fieber; man schickt nach diesem ehrlichen Manne – es ist der Chirurgus aus dem nächsten Städtchen – er kommt, er sieht Beulen, er erschrickt, und kurz, es ist die Pest.","<sp who=""#thal""><speaker>Thal</speaker><p>Die Leute übernachten in der Schenke, der Wirth ist ein Spitzbube, stiehlt einen Pack, man wird es nicht gewahr, der Transport geht am andern Morgen weiter. Flugs öffnet der Dieb die gestohlne Waare, wird ohnmächtig, bekommt auf der Stelle ein Fieber; man schickt nach diesem ehrlichen Manne – es ist der Chirurgus aus dem nächsten Städtchen – er kommt, er sieht Beulen, er erschrickt, und kurz, es ist die Pest.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Die Leute übernachten in der Schenke, der Wirth ist ein Spitzbube, stiehlt einen Pack, man wird es nicht gewahr, der Transport geht am andern Morgen weiter. Flugs öffnet der Dieb die gestohlne Waare, wird ohnmächtig, bekommt auf der Stelle ein Fieber; man schickt nach diesem ehrlichen Manne – es ist der Chirurgus aus dem nächsten Städtchen – er kommt, er sieht Beulen, er erschrickt, und kurz, es ist die Pest.</p></sp>"
"252",252,"Blum.
Die Pest?","Blum. Die Pest?","<sp who=""#blum""><speaker>Blum</speaker><p>Die Pest?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Die Pest?</p></sp>"
"253",253,"Thal.
Ja, die Pest, nicht wahr, mein Herr?","Thal. Ja, die Pest, nicht wahr, mein Herr? [100] ","<sp who=""#thal""><speaker>Thal</speaker><p>Ja, die Pest, nicht wahr, mein Herr? <pb no=""100""/> </p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ja, die Pest, nicht wahr, mein Herr? <pb no=""100""/> </p></sp>"
"254",254,"[100] Zauser (nickt).","Zauser (nickt).","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(nickt).</stage><p></p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(nickt).</stage><p></p></sp>"
"255",255,"Blum.
Das wär der Teufel!","Blum. Das wär der Teufel!","<sp who=""#blum""><speaker>Blum</speaker><p>Das wär der Teufel!</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Das wär der Teufel!</p></sp>"
"256",256,"Thal.
Der Wirth und seine Frau sind schon gestorben, die
Kinder liegen in den letzten Zügen. Alle Bauern, die
in der Schenke ihren Schnaps getrunken haben, fühlen
schon die Pest in allen Gliedern. Nicht wahr, mein
Herr?","Thal. Der Wirth und seine Frau sind schon gestorben, die Kinder liegen in den letzten Zügen. Alle Bauern, die in der Schenke ihren Schnaps getrunken haben, fühlen schon die Pest in allen Gliedern. Nicht wahr, mein Herr?","<sp who=""#thal""><speaker>Thal</speaker><p>Der Wirth und seine Frau sind schon gestorben, die Kinder liegen in den letzten Zügen. Alle Bauern, die in der Schenke ihren Schnaps getrunken haben, fühlen schon die Pest in allen Gliedern. Nicht wahr, mein Herr?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Der Wirth und seine Frau sind schon gestorben, die Kinder liegen in den letzten Zügen. Alle Bauern, die in der Schenke ihren Schnaps getrunken haben, fühlen schon die Pest in allen Gliedern. Nicht wahr, mein Herr?</p></sp>"
"257",257,"Zauser (nickt).","Zauser (nickt).","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(nickt).</stage><p></p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(nickt).</stage><p></p></sp>"
"258",258,"Blum.
Das ist eine schreckliche Begebenheit.","Blum. Das ist eine schreckliche Begebenheit.","<sp who=""#blum""><speaker>Blum</speaker><p>Das ist eine schreckliche Begebenheit.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Das ist eine schreckliche Begebenheit.</p></sp>"
"259",259,"Thal.
Im Schlosse wird eingepackt, der Baron mit seiner
ganzen Familie eilt nach der Stadt –","Thal. Im Schlosse wird eingepackt, der Baron mit seiner ganzen Familie eilt nach der Stadt –","<sp who=""#thal""><speaker>Thal</speaker><p>Im Schlosse wird eingepackt, der Baron mit seiner ganzen Familie eilt nach der Stadt –</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Im Schlosse wird eingepackt, der Baron mit seiner ganzen Familie eilt nach der Stadt –</p></sp>"
"260",260,"Blum.
Daran thut er sehr wohl.","Blum. Daran thut er sehr wohl.","<sp who=""#blum""><speaker>Blum</speaker><p>Daran thut er sehr wohl.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Daran thut er sehr wohl.</p></sp>"
"261",261,"Thal.
Der Herr Chirurgus meint, man dürfe keinen Augenblick
in dieser verpesteten Luft verweilen, nicht
wahr, mein Herr?","Thal. Der Herr Chirurgus meint, man dürfe keinen Augenblick in dieser verpesteten Luft verweilen, nicht wahr, mein Herr?","<sp who=""#thal""><speaker>Thal</speaker><p>Der Herr Chirurgus meint, man dürfe keinen Augenblick in dieser verpesteten Luft verweilen, nicht wahr, mein Herr?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Der Herr Chirurgus meint, man dürfe keinen Augenblick in dieser verpesteten Luft verweilen, nicht wahr, mein Herr?</p></sp>"
"262",262,"Zauser (nickt).","Zauser (nickt). [101] ","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(nickt).</stage><p> <pb no=""101""/> </p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(nickt).</stage><p> <pb no=""101""/> </p></sp>"
"263",263,"[101] Thal.
Es müsse ein Cordon gezogen werden.","Thal. Es müsse ein Cordon gezogen werden.","<sp who=""#thal""><speaker>Thal</speaker><p>Es müsse ein Cordon gezogen werden.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Es müsse ein Cordon gezogen werden.</p></sp>"
"264",264,"Blum.
Ei freilich.","Blum. Ei freilich.","<sp who=""#blum""><speaker>Blum</speaker><p>Ei freilich.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ei freilich.</p></sp>"
"265",265,"Thal.
Meine Kalesche ist angespannt, mein Reitpferd ist
gesattelt. Gegen den Feind hab’ ich Courage, aber
nicht gegen die Pest.","Thal. Meine Kalesche ist angespannt, mein Reitpferd ist gesattelt. Gegen den Feind hab’ ich Courage, aber nicht gegen die Pest.","<sp who=""#thal""><speaker>Thal</speaker><p>Meine Kalesche ist angespannt, mein Reitpferd ist gesattelt. Gegen den Feind hab’ ich Courage, aber nicht gegen die Pest.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Meine Kalesche ist angespannt, mein Reitpferd ist gesattelt. Gegen den Feind hab’ ich Courage, aber nicht gegen die Pest.</p></sp>"
"266",266,"Blum.
Der Henker mag mit der Pest anbinden.","Blum. Der Henker mag mit der Pest anbinden.","<sp who=""#blum""><speaker>Blum</speaker><p>Der Henker mag mit der Pest anbinden.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Der Henker mag mit der Pest anbinden.</p></sp>"
"267",267,"Thal.
Wirf Dich in meinen Wagen, Herr Bruder, ich
trabe neben her, unsere Leute kommen nach. Hier ist
kein Augenblick zu versäumen, nicht wahr, mein Herr?","Thal. Wirf Dich in meinen Wagen, Herr Bruder, ich trabe neben her, unsere Leute kommen nach. Hier ist kein Augenblick zu versäumen, nicht wahr, mein Herr?","<sp who=""#thal""><speaker>Thal</speaker><p>Wirf Dich in meinen Wagen, Herr Bruder, ich trabe neben her, unsere Leute kommen nach. Hier ist kein Augenblick zu versäumen, nicht wahr, mein Herr?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Wirf Dich in meinen Wagen, Herr Bruder, ich trabe neben her, unsere Leute kommen nach. Hier ist kein Augenblick zu versäumen, nicht wahr, mein Herr?</p></sp>"
"268",268,"Zauser (nickt).","Zauser (nickt).","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(nickt).</stage><p></p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(nickt).</stage><p></p></sp>"
"269",269,"Thal.
Die Freundschaft hat mich ohnehin schon verleitet,
mein Leben aufs Spiel zu setzen, denn es war mir
unmöglich, ohne Dich das Dorf zu verlassen.","Thal. Die Freundschaft hat mich ohnehin schon verleitet, mein Leben aufs Spiel zu setzen, denn es war mir unmöglich, ohne Dich das Dorf zu verlassen.","<sp who=""#thal""><speaker>Thal</speaker><p>Die Freundschaft hat mich ohnehin schon verleitet, mein Leben aufs Spiel zu setzen, denn es war mir unmöglich, ohne Dich das Dorf zu verlassen.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Die Freundschaft hat mich ohnehin schon verleitet, mein Leben aufs Spiel zu setzen, denn es war mir unmöglich, ohne Dich das Dorf zu verlassen.</p></sp>"
"270",270,"Blum.
Ich bin sehr gerührt von Deiner brüderlichen Liebe.","Blum. Ich bin sehr gerührt von Deiner brüderlichen Liebe.","<sp who=""#blum""><speaker>Blum</speaker><p>Ich bin sehr gerührt von Deiner brüderlichen Liebe.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ich bin sehr gerührt von Deiner brüderlichen Liebe.</p></sp>"
"271",271,"Thal.
Nun so komm, ehe es zu spät wird.","Thal. Nun so komm, ehe es zu spät wird. [102] ","<sp who=""#thal""><speaker>Thal</speaker><p>Nun so komm, ehe es zu spät wird. <pb no=""102""/> </p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Nun so komm, ehe es zu spät wird. <pb no=""102""/> </p></sp>"
"272",272,"[102] Blum.
Ich will es denn doch noch ein wenig abwarten.","Blum. Ich will es denn doch noch ein wenig abwarten.","<sp who=""#blum""><speaker>Blum</speaker><p>Ich will es denn doch noch ein wenig abwarten.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ich will es denn doch noch ein wenig abwarten.</p></sp>"
"273",273,"Thal.
Bist Du rasend? Die Pest abwarten?","Thal. Bist Du rasend? Die Pest abwarten?","<sp who=""#thal""><speaker>Thal</speaker><p>Bist Du rasend? Die Pest abwarten?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Bist Du rasend? Die Pest abwarten?</p></sp>"
"274",274,"Blum.
Herr Bruder, daß wir beide eine ansteckende Krankheit
am Halse haben, daß ist leider gewiß, aber die
Baumwolle aus Smyrna ist nicht Schuld daran; ein
paar schöne Augen haben das Fieber in uns entzündet.
Laß Deine Kalesche nur wieder abspannen, denn
hol mich der Teufel! und wenn die Pest mir über die
Schultern guckte, ich ginge nicht von der Stelle. (ab.)","Blum. Herr Bruder, daß wir beide eine ansteckende Krankheit am Halse haben, daß ist leider gewiß, aber die Baumwolle aus Smyrna ist nicht Schuld daran; ein paar schöne Augen haben das Fieber in uns entzündet. Laß Deine Kalesche nur wieder abspannen, denn hol mich der Teufel! und wenn die Pest mir über die Schultern guckte, ich ginge nicht von der Stelle. (ab.)","<sp who=""#blum""><speaker>Blum</speaker><p>Herr Bruder, daß wir beide eine ansteckende Krankheit am Halse haben, daß ist leider gewiß, aber die Baumwolle aus Smyrna ist nicht Schuld daran; ein paar schöne Augen haben das Fieber in uns entzündet. Laß Deine Kalesche nur wieder abspannen, denn hol mich der Teufel! und wenn die Pest mir über die Schultern guckte, ich ginge nicht von der Stelle. (ab.)</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Herr Bruder, daß wir beide eine ansteckende Krankheit am Halse haben, daß ist leider gewiß, aber die Baumwolle aus Smyrna ist nicht Schuld daran; ein paar schöne Augen haben das Fieber in uns entzündet. Laß Deine Kalesche nur wieder abspannen, denn hol mich der Teufel! und wenn die Pest mir über die Schultern guckte, ich ginge nicht von der Stelle. (ab.)</p></sp></div>"
"275",275,"","","","",NA
"276",276,"Eilfte Scene.","Eilfte Scene.","Eilfte Scene.","",NA
"277",277,"Eilfte Scene.","Eilfte Scene.","<div type=""scene""><head>Eilfte Scene.</head>","","<div type=""scene""><head>Eilfte Scene.</head>"
"278",278,"Thal. Zauser.","Thal. Zauser.","Thal. Zauser.","",NA
"279",279,"Thal. Zauser.","Thal. Zauser.","<stage>Thal. Zauser.</stage>","","<stage>Thal. Zauser.</stage>"
"280",280,"Thal.
Das war nichts.","Thal. Das war nichts.","<sp who=""#thal""><speaker>Thal</speaker><p>Das war nichts.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Das war nichts.</p></sp>"
"281",281,"Zauser.
Und wie hab’ ich meine Rolle gespielt!","Zauser. Und wie hab’ ich meine Rolle gespielt!","<sp who=""#zauser""><speaker>Zauser</speaker><p>Und wie hab’ ich meine Rolle gespielt!</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Und wie hab’ ich meine Rolle gespielt!</p></sp>"
"282",282,"Thal.
Freilich, eine schwere Rolle.","Thal. Freilich, eine schwere Rolle. [103] ","<sp who=""#thal""><speaker>Thal</speaker><p>Freilich, eine schwere Rolle. <pb no=""103""/> </p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Freilich, eine schwere Rolle. <pb no=""103""/> </p></sp>"
"283",283,"[103] Zauser.
Allerdings. Das Maul halten und zu Allem nicken,
das ist heutzutage der Triumph der Kunst!","Zauser. Allerdings. Das Maul halten und zu Allem nicken, das ist heutzutage der Triumph der Kunst!","<sp who=""#zauser""><speaker>Zauser</speaker><p>Allerdings. Das Maul halten und zu Allem nicken, das ist heutzutage der Triumph der Kunst!</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Allerdings. Das Maul halten und zu Allem nicken, das ist heutzutage der Triumph der Kunst!</p></sp>"
"284",284,"Thal.
Ich möchte doch fast wetten, daß er Dich erkannt
hat.","Thal. Ich möchte doch fast wetten, daß er Dich erkannt hat.","<sp who=""#thal""><speaker>Thal</speaker><p>Ich möchte doch fast wetten, daß er Dich erkannt hat.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ich möchte doch fast wetten, daß er Dich erkannt hat.</p></sp>"
"285",285,"Zauser.
Schwerlich, sonst hätte er mich auch geprügelt.","Zauser. Schwerlich, sonst hätte er mich auch geprügelt.","<sp who=""#zauser""><speaker>Zauser</speaker><p>Schwerlich, sonst hätte er mich auch geprügelt.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Schwerlich, sonst hätte er mich auch geprügelt.</p></sp>"
"286",286,"Thal.
Geh, und kleide Dich wieder um, wir müssen schnell
eine andere Mine springen lassen.","Thal. Geh, und kleide Dich wieder um, wir müssen schnell eine andere Mine springen lassen.","<sp who=""#thal""><speaker>Thal</speaker><p>Geh, und kleide Dich wieder um, wir müssen schnell eine andere Mine springen lassen.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Geh, und kleide Dich wieder um, wir müssen schnell eine andere Mine springen lassen.</p></sp>"
"287",287,"Zauser.
Wenn ich nur nicht am Ende selbst mit in die
Luft springe. (ab.)","Zauser. Wenn ich nur nicht am Ende selbst mit in die Luft springe. (ab.)","<sp who=""#zauser""><speaker>Zauser</speaker><p>Wenn ich nur nicht am Ende selbst mit in die Luft springe. (ab.)</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Wenn ich nur nicht am Ende selbst mit in die Luft springe. (ab.)</p></sp>"
"288",288,"Thal.
Man ist doch nie fruchtbarer an Erfindungen, als
wenn es darauf ankommt, den Nächsten zu prellen.","Thal. Man ist doch nie fruchtbarer an Erfindungen, als wenn es darauf ankommt, den Nächsten zu prellen.","<sp who=""#thal""><speaker>Thal</speaker><p>Man ist doch nie fruchtbarer an Erfindungen, als wenn es darauf ankommt, den Nächsten zu prellen.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Man ist doch nie fruchtbarer an Erfindungen, als wenn es darauf ankommt, den Nächsten zu prellen.</p></sp></div>"
"289",289,"","","","",NA
"290",290,"Zwölfte Scene.","Zwölfte Scene.","Zwölfte Scene.","",NA
"291",291,"Zwölfte Scene.","Zwölfte Scene.","<div type=""scene""><head>Zwölfte Scene.</head>","","<div type=""scene""><head>Zwölfte Scene.</head>"
"292",292,"Michel. Thal.","Michel. Thal.","Michel. Thal.","",NA
"293",293,"Michel. Thal.","Michel. Thal.","<stage>Michel. Thal.</stage>","","<stage>Michel. Thal.</stage>"
"294",294,"Michel (sein Geld betrachtend).
Schöne Dukaten. – Ein kurioser Herr. Für das
Geld hätte er das schönste Feuerwerk kaufen können.","Michel (sein Geld betrachtend). Schöne Dukaten. – Ein kurioser Herr. Für das Geld hätte er das schönste Feuerwerk kaufen können. [104] ","<sp who=""#michel""><speaker>Michel</speaker><stage>(sein Geld betrachtend).</stage><p> Schöne Dukaten. – Ein kurioser Herr. Für das Geld hätte er das schönste Feuerwerk kaufen können. <pb no=""104""/> </p></sp>","","<sp who=""#michel""><speaker>Michel</speaker><stage>(sein Geld betrachtend).</stage><p> Schöne Dukaten. – Ein kurioser Herr. Für das Geld hätte er das schönste Feuerwerk kaufen können. <pb no=""104""/> </p></sp>"
"295",295,"[104] Thal (von ungefähr sich nach dem Hintergrunde wendend).
Was seh’ ich! eine Feuersbrunst!","Thal (von ungefähr sich nach dem Hintergrunde wendend). Was seh’ ich! eine Feuersbrunst!","<sp who=""#thal""><speaker>Thal</speaker><stage>(von ungefähr sich nach dem Hintergrunde wendend).</stage><p> Was seh’ ich! eine Feuersbrunst!</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><stage>(von ungefähr sich nach dem Hintergrunde wendend).</stage><p> Was seh’ ich! eine Feuersbrunst!</p></sp>"
